,State,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
237,CALIFORNIA,TEHAMA,63015,40.6,40687,21521,13363,21.20606205,3340,165,20,2.935808934,5.300325319
238,CALIFORNIA,TRINITY,13180,50.6,35270,22387,2607,19.77996965,526,53,0,4.02124431,3.990895296
239,CALIFORNIA,TULARE,455769,30.4,42789,18257,127130,27.89351623,20254,2422,640,6.718315638,4.443917862
240,CALIFORNIA,TUOLUMNE,53864,48.2,50731,29431,7176,13.32244171,2570,362,81,8.22441705,4.771275806
241,CALIFORNIA,VENTURA,843110,37.3,78593,34331,88486,10.49519043,32651,2587,584,3.761075067,3.872685652
242,CALIFORNIA,YOLO,209671,30.9,57663,28996,38898,18.55192182,8105,807,99,4.321055368,3.865579885
243,CALIFORNIA,YUBA,73897,32.2,48739,21418,15080,20.40678241,3822,318,120,5.927168897,5.172063819
244,COLORADO,ADAMS,479977,33.3,61444,26051,61265,12.76415328,15528,1550,331,3.918937782,3.235155018
245,COLORADO,ALAMOSA,16353,30.2,32385,18133,4786,29.2668012,605,130,0,7.949611692,3.69962698
246,COLORADO,ARAPAHOE,617668,36.3,66288,35250,65383,10.58546015,20623,1696,338,3.293031208,3.338848702
247,COLORADO,ARCHULETA,12355,49.5,45607,28649,1369,11.0805342,418,19,9,2.266288952,3.38324565
248,COLORADO,BACA,3648,47.5,37477,22113,634,17.37938596,64,5,2,1.918859649,1.754385965
249,COLORADO,BENT,5816,41.2,34773,13772,943,16.21389271,114,207,12,37.65474553,1.960110041
250,COLORADO,BOULDER,313961,36,72282,40097,40732,12.97358589,10002,490,170,2.102171926,3.185746
251,COLORADO,BROOMFIELD,62449,37.6,83334,41698,3667,5.871991545,1587,180,80,4.163397332,2.541273679
252,COLORADO,CHAFFEE,18507,49.1,50993,27848,1673,9.03982277,333,231,43,14.80520884,1.799319177
253,COLORADO,CHEYENNE,2071,37.8,54375,23916,229,11.05746016,93,7,2,4.345726702,4.490584259
254,COLORADO,CLEAR CREEK,9238,47.6,68250,42355,677,7.328426066,238,38,13,5.520675471,2.57631522
255,COLORADO,CONEJOS,8213,38.7,34630,18221,1805,21.97735298,330,12,7,2.313405577,4.018020212
256,COLORADO,COSTILLA,3590,50.5,26610,20238,1092,30.4178273,152,0,4,1.114206128,4.233983287
257,COLORADO,CROWLEY,5537,39.6,31719,12513,1479,26.71121546,568,24,42,11.91981217,10.2582626
258,COLORADO,CUSTER,4375,56.8,38605,22333,772,17.64571429,161,47,0,10.74285714,3.68
259,COLORADO,DELTA,30221,47.5,42011,24261,4890,16.18080143,1142,138,7,4.797988154,3.778829291
260,COLORADO,DENVER,663303,34.2,56258,36616,106745,16.09294696,20514,1057,293,2.035268949,3.092704239
261,COLORADO,DOLORES,1789,46,32240,21112,346,19.34041364,28,1,1,1.117942985,1.565120179
262,COLORADO,DOUGLAS,314238,37.8,105759,47062,11807,3.75734316,6125,1460,232,5.384453822,1.949159554
263,COLORADO,EAGLE,52894,35.9,78763,38604,4237,8.010360343,1018,80,144,4.234884864,1.924603925
264,COLORADO,ELBERT,24225,45.4,87288,39360,1221,5.040247678,745,160,39,8.214654283,3.075335397
265,COLORADO,EL PASO,665171,33.8,60219,30261,73012,10.97642561,23774,2677,542,4.839357098,3.574118535
266,COLORADO,FREMONT,46835,44.3,42308,19427,6012,12.83655386,1246,766,260,21.90669371,2.660403544
267,COLORADO,GARFIELD,57495,36.1,61300,29179,6274,10.91225324,1976,328,109,7.600660927,3.436820593
268,COLORADO,GILPIN,5708,44.8,67544,37027,392,6.86755431,128,15,0,2.62789068,2.242466713
269,COLORADO,GRAND,14490,43,67623,32348,1523,10.51069703,518,94,12,7.315389924,3.574879227
270,COLORADO,GUNNISON,15889,34.4,50746,25920,2319,14.59500283,696,80,0,5.034929826,4.380388948
271,COLORADO,HINSDALE,856,56.4,51250,29958,96,11.21495327,22,2,0,2.336448598,2.570093458
272,COLORADO,HUERFANO,6521,54.5,33257,25062,1086,16.65388744,347,25,0,3.833767827,5.321269744
273,COLORADO,JACKSON,1306,51.2,45053,26798,179,13.70597243,13,0,0,0,0.995405819
274,COLORADO,JEFFERSON,558810,40.5,72017,38367,44629,7.986435461,16346,1834,794,4.702850701,2.925144503
275,COLORADO,KIOWA,1465,40.7,38385,21602,154,10.51194539,29,0,4,2.730375427,1.979522184
276,COLORADO,KIT CARSON,8174,39.2,44449,24327,1033,12.63763151,197,84,11,11.62221678,2.410080744
277,COLORADO,LAKE,7401,39.4,46928,26693,836,11.29577084,268,89,0,12.02540197,3.621132279
278,COLORADO,LA PLATA,53994,39,61910,32953,5569,10.31410898,1526,320,31,6.500722302,2.826239953
279,COLORADO,LARIMER,325228,35.6,61942,32433,41640,12.80332567,10796,979,206,3.643597722,3.319517385
280,COLORADO,LAS ANIMAS,14322,45.7,42808,23857,1926,13.44784248,529,104,60,11.45091468,3.69361821
281,COLORADO,LINCOLN,5515,37.5,40438,14210,597,10.82502267,60,30,57,15.77515866,1.087941976
282,COLORADO,LOGAN,21862,37.1,43340,23692,3394,15.52465465,781,318,119,19.98902205,3.572408746
283,COLORADO,MESA,148166,38.8,50070,26731,23633,15.95035298,6519,272,166,2.956143785,4.399794825
284,COLORADO,MINERAL,793,61.2,49125,35041,65,8.196721311,7,1,0,1.261034048,0.882723834
285,COLORADO,MOFFAT,13034,37.7,53664,26344,1419,10.88691116,302,39,14,4.066288169,2.317017032
286,COLORADO,MONTEZUMA,26006,43.4,41622,22738,4811,18.49957702,774,169,59,8.767207567,2.976236253
287,COLORADO,MONTROSE,40866,44.6,43890,23276,7278,17.80942593,1600,261,70,8.099642735,3.915235159
288,COLORADO,MORGAN,28288,36.6,49495,23408,2986,10.55571267,770,190,2,6.787330317,2.722002262
289,COLORADO,OTERO,18440,40.3,34477,19842,4154,22.52711497,817,186,51,12.85249458,4.430585683
290,COLORADO,OURAY,4651,53.3,62800,34993,425,9.137819824,163,11,0,2.365082778,3.504622662
291,COLORADO,PARK,16440,50,61675,34442,1022,6.216545012,399,140,46,11.31386861,2.427007299
292,COLORADO,PHILLIPS,4347,41,46955,26290,509,11.70922475,57,31,0,7.131354957,1.311249137
293,COLORADO,PITKIN,17543,43.2,69789,59229,1507,8.590320926,636,124,0,7.068346349,3.625377644
294,COLORADO,PROWERS,12121,37.5,41037,20589,2422,19.98184968,635,72,4,6.270109727,5.23884168
295,COLORADO,PUEBLO,162158,38.8,42000,22431,31907,19.67648836,7045,1309,354,10.25542989,4.344528176
296,COLORADO,RIO BLANCO,6658,35.7,56771,27419,788,11.835386,148,30,0,4.505857615,2.222889757
297,COLORADO,RIO GRANDE,11623,40.8,40177,22918,2174,18.70429321,504,104,0,8.947775961,4.336229889
298,COLORADO,ROUTT,23980,40,63505,36692,2408,10.04170142,611,109,79,7.839866555,2.547956631
299,COLORADO,SAGUACHE,6255,47.5,32457,21356,1409,22.52597922,204,12,3,2.398081535,3.261390887
300,COLORADO,SAN JUAN,552,49,41250,29427,21,3.804347826,40,8,4,21.73913043,7.246376812
301,COLORADO,SAN MIGUEL,7767,41.4,58170,35701,923,11.88361015,208,31,0,3.991245011,2.677996653
302,COLORADO,SEDGWICK,2367,49.5,46977,24247,342,14.4486692,94,24,2,10.9843684,3.971271652
303,COLORADO,SUMMIT,29269,38.2,70192,36545,3522,12.0332092,832,33,66,3.382418258,2.842597971
304,COLORADO,TELLER,23472,49.5,63723,34230,1752,7.464212679,914,246,10,10.90661213,3.894001363
305,COLORADO,WASHINGTON,4814,42.8,46315,25744,529,10.98878272,90,10,8,3.739094308,1.869547154
306,COLORADO,WELD,278065,34,62820,27808,34050,12.24533832,8577,936,220,4.15730135,3.084530595
307,COLORADO,YUMA,10150,37.2,42026,23905,1459,14.37438424,109,11,0,1.083743842,1.073891626
308,CONNECTICUT,FAIRFIELD,941618,39.9,86670,51719,81553,8.660943185,41921,2100,450,2.70810456,4.452017697
309,CONNECTICUT,HARTFORD,895699,40.2,68027,36570,100830,11.25712991,39733,3217,621,4.284921609,4.435976818
310,CONNECTICUT,LITCHFIELD,185141,46.4,73519,38859,12706,6.862877483,7055,716,75,4.272419399,3.810609211
311,CONNECTICUT,MIDDLESEX,164438,44.7,79837,42573,11193,6.806820808,4910,631,46,4.117053236,2.985927827
312,CONNECTICUT,NEW HAVEN,860874,39.8,62715,33706,106796,12.40553205,39391,3435,540,4.617400456,4.57569865
313,CONNECTICUT,NEW LONDON,272033,40.9,67574,35531,25645,9.427165087,11221,909,361,4.668551242,4.124867204
314,CONNECTICUT,TOLLAND,151689,37.8,80129,36364,9223,6.080203574,5381,706,123,5.465129311,3.547389725
315,CONNECTICUT,WINDHAM,117078,40.7,60689,28663,12518,10.69201729,5393,420,94,4.390235569,4.606330822
316,DELAWARE,KENT,171474,37.2,55184,26118,21866,12.75178744,6596,1211,218,8.333624923,3.846647305
317,DELAWARE,NEW CASTLE,551997,37.6,66283,33240,60817,11.01763234,20043,2050,374,4.391328214,3.630997995
318,DELAWARE,SUSSEX,211224,47.6,54218,29630,26765,12.67138204,7030,1247,162,6.670643487,3.328220278
319,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,659009,33.8,72935,48781,112060,17.00432012,33326,1332,857,3.321654181,5.056987082
320,FLORIDA,ALACHUA,256581,31,44702,25758,58387,22.75577693,8872,1126,225,5.265393774,3.457777466
321,FLORIDA,BAKER,27312,36.5,53327,21222,4522,16.55682484,758,316,40,13.03456356,2.775336848
322,FLORIDA,BAY,178361,39.7,48577,25695,27363,15.34135826,6429,840,277,6.262579824,3.604487528
323,FLORIDA,BRADFORD,26919,41,43373,19852,4559,16.93599316,1082,483,191,25.03807719,4.019465805
324,FLORIDA,BREVARD,560683,47,49914,28189,77357,13.79692268,23918,1804,344,3.831041783,4.265868592
325,FLORIDA,BROWARD,1863780,40,52954,28987,265521,14.24637028,86877,7497,2522,5.375634463,4.661333419
326,FLORIDA,CALHOUN,14550,40.6,37089,16560,1623,11.15463918,517,290,105,27.14776632,3.553264605
327,FLORIDA,CHARLOTTE,169642,57.7,44865,27860,20511,12.09075583,6429,594,151,4.391601137,3.789745464
328,FLORIDA,CITRUS,140453,55.7,39054,24188,24409,17.37876727,5807,655,173,5.895210497,4.13447915
329,FLORIDA,CLAY,200346,39.4,59179,27159,20243,10.10402005,8690,866,52,4.582073014,4.337496132
330,FLORIDA,COLLIER,348236,49.2,59783,39616,45375,13.0299567,9944,621,182,2.305907488,2.855534752
331,FLORIDA,COLUMBIA,68198,40.7,42848,21875,12229,17.9316109,3360,797,222,14.94178715,4.926830699
332,FLORIDA,DESOTO,35134,40.2,35513,16710,9920,28.23475835,1132,259,137,11.27113338,3.221950248
333,FLORIDA,DIXIE,16084,46.3,34634,18490,3109,19.32976871,279,331,121,28.10246207,1.734643124
334,FLORIDA,DUVAL,900890,36,49196,27235,146252,16.23416843,39407,2738,793,3.919457425,4.374229928
335,FLORIDA,ESCAMBIA,309574,37.1,46117,24532,42672,13.78410332,11895,1274,343,5.223306867,3.842376944
336,FLORIDA,FLAGLER,102917,50.1,48898,25314,13453,13.07169855,3119,330,69,3.87691052,3.030597472
337,FLORIDA,FRANKLIN,11705,43.8,40301,21515,2060,17.59931653,437,136,42,15.20717642,3.733447245
338,FLORIDA,GADSDEN,46153,40.3,38533,18187,11042,23.92477195,1729,339,245,12.65356532,3.746235348
339,FLORIDA,GILCHRIST,17033,42.3,40881,21620,3730,21.89866729,676,225,14,14.03158575,3.968766512
340,FLORIDA,GLADES,13420,45.1,34143,17798,2500,18.62891207,554,59,27,6.408345753,4.128166915
341,FLORIDA,GULF,15851,44.5,40822,20050,2068,13.04649549,570,261,53,19.80947574,3.595987635
342,FLORIDA,HAMILTON,14362,40.9,38980,15970,2963,20.63083136,632,149,74,15.52708536,4.400501323
343,FLORIDA,HARDEE,27302,34.3,36222,17179,6716,24.59893048,1204,99,53,5.567357703,4.409933338
344,FLORIDA,HENDRY,38376,33.8,37552,18027,9776,25.47425474,1728,123,44,4.351678132,4.502814259
345,FLORIDA,HERNANDO,176797,48.9,42274,22435,27175,15.37073593,7647,697,242,5.311176095,4.325299637
346,FLORIDA,HIGHLANDS,98862,52.6,35865,21916,18889,19.10643119,4416,585,150,7.434605814,4.466832554
347,FLORIDA,HILLSBOROUGH,1323059,36.6,51681,28727,213566,16.14183494,53753,3915,1194,3.861505798,4.062781781
348,FLORIDA,HOLMES,19569,42.3,37437,17854,4571,23.35837294,968,239,93,16.96560887,4.946599213
349,FLORIDA,INDIAN RIVER,145342,51.4,47446,32208,20302,13.96843308,6212,226,157,2.635163958,4.274057052
350,FLORIDA,JACKSON,48721,41.3,35470,17222,9325,19.13959073,2230,665,429,22.45438312,4.577081751
351,FLORIDA,JEFFERSON,14082,45.5,41696,21311,1825,12.95980685,445,132,17,10.5808834,3.160062491
352,FLORIDA,LAFAYETTE,8742,38.4,36236,19341,1272,14.55044612,451,177,24,22.99245024,5.159002517
353,FLORIDA,LAKE,317586,46.7,47141,24760,42342,13.33245168,11249,1526,290,5.71813619,3.542032709
354,FLORIDA,LEE,680970,47.3,50390,28949,104219,15.30449212,25364,1813,453,3.327606209,3.724686844
355,FLORIDA,LEON,284788,30.3,48248,27190,58148,20.41799514,15046,1379,620,7.019256429,5.283228226
356,FLORIDA,LEVY,39707,46.6,35480,20555,8652,21.78960889,1579,245,206,11.35819881,3.976628806
357,FLORIDA,LIBERTY,8285,36.9,37917,17218,1147,13.84429692,277,163,43,24.86421243,3.343391672
358,FLORIDA,MADISON,18560,41.6,29806,16486,4703,25.33943966,854,198,52,13.46982759,4.601293103
359,FLORIDA,MANATEE,353411,47.1,51483,29140,50094,14.17443147,11807,1032,241,3.60203842,3.340869413
360,FLORIDA,MARION,340341,48.5,40295,22390,60266,17.7075345,13321,1502,685,6.425908133,3.914015649
361,FLORIDA,MARTIN,153592,51.1,52622,35892,17758,11.56180009,5742,272,38,2.018334288,3.738475962
362,FLORIDA,MIAMI-DADE,2664418,39.3,44224,24515,522143,19.59688758,115270,7594,3208,4.054168678,4.32627313
363,FLORIDA,MONROE,77150,46.7,60303,36771,9815,12.72197019,2053,227,61,3.732987686,2.661049903
364,FLORIDA,NASSAU,77187,44.6,59196,31141,9702,12.56947413,2703,315,90,5.246997551,3.501885032
365,FLORIDA,OKALOOSA,195798,36.8,57655,29603,22821,11.65537952,5886,1159,218,7.032758251,3.006159409
366,FLORIDA,OKEECHOBEE,39420,40.2,36415,17173,9105,23.09741248,1703,141,71,5.37798072,4.32014206
367,FLORIDA,ORANGE,1256055,34.5,49391,26210,212105,16.8866013,54485,2423,835,2.593835461,4.337787756
368,FLORIDA,OSCEOLA,311962,35.8,45536,19482,60243,19.31100583,12481,903,243,3.67352434,4.000807791
369,FLORIDA,PALM BEACH,1398757,44.3,55277,34846,191207,13.66977967,57106,4290,1366,4.04359013,4.082624788
370,FLORIDA,PASCO,488310,44.6,46010,25225,65101,13.33189982,17327,1910,283,4.49099957,3.548360673
371,FLORIDA,PINELLAS,939548,47.4,47090,31035,130727,13.91381813,34095,2522,967,3.713487762,3.628872607
372,FLORIDA,POLK,637691,40.4,44146,21669,110225,17.28501735,26691,1670,581,3.5299228,4.1855695
373,FLORIDA,PUTNAM,72304,44.5,33003,18561,19120,26.44390352,3212,301,71,5.144943572,4.442354503
374,FLORIDA,ST. JOHNS,218362,42.9,69523,38362,19372,8.871506947,6393,673,138,3.714016175,2.927707202
375,FLORIDA,ST. LUCIE,293136,44.3,44140,24104,51945,17.72044375,12815,914,205,3.817340757,4.371690956
376,FLORIDA,SANTA ROSA,163903,39.5,60652,28219,19331,11.79417094,5224,833,175,6.149978951,3.187250996
377,FLORIDA,SARASOTA,398011,54.5,52796,35210,43281,10.87432257,12057,1318,155,3.700902739,3.02931326
378,FLORIDA,SEMINOLE,442905,39.2,58538,30097,53025,11.97209334,18787,1658,448,4.754970027,4.241767422
379,FLORIDA,SUMTER,113589,66,52594,31591,10343,9.105635229,1997,215,88,2.667511819,1.758092773
380,FLORIDA,SUWANNEE,43653,41.9,37796,19322,9536,21.84500493,1842,676,340,23.27445995,4.219641262
381,FLORIDA,TAYLOR,22582,41.3,36195,16081,2746,12.16012754,592,392,72,20.54733859,2.621556992
382,FLORIDA,UNION,15159,39.7,37778,12943,2232,14.72392638,464,337,138,31.33452075,3.060887921
383,FLORIDA,VOLUSIA,510806,46.5,42240,24834,83660,16.37803785,17381,1862,597,4.813960682,3.402661676
384,FLORIDA,WAKULLA,31314,40.2,54078,22129,3970,12.67803538,1022,296,123,13.38059654,3.26371591
385,FLORIDA,WALTON,61528,43.4,46910,28475,10357,16.83298661,2076,186,36,3.608113379,3.374073593
386,FLORIDA,WASHINGTON,24627,42,38330,18239,4532,18.40256629,948,302,62,14.78052544,3.849433549
387,GEORGIA,APPLING,18410,38.8,37388,19607,3694,20.06518197,641,107,2,5.920695274,3.481803368
388,GEORGIA,ATKINSON,8268,35.3,31296,19002,2270,27.45524915,214,8,0,0.967585873,2.588292211
389,GEORGIA,BACON,11251,36.9,37303,18299,1949,17.32290463,245,105,10,10.22131366,2.177584215
390,GEORGIA,BAKER,3250,45.9,45903,23001,509,15.66153846,45,13,11,7.384615385,1.384615385
391,GEORGIA,BALDWIN,45808,34.3,34595,19147,12503,27.29435906,1532,333,244,12.59605309,3.344393992
392,GEORGIA,BANKS,18336,40.9,40721,18890,2837,15.47229494,640,109,3,6.108202443,3.490401396
393,GEORGIA,BARROW,73340,35,53133,21978,10548,14.38232888,3065,310,100,5.590400873,4.17916553
394,GEORGIA,BARTOW,101942,37.4,50565,23376,14899,14.61517333,3748,457,99,5.454081733,3.67660042
395,GEORGIA,BEN HILL,17405,39.1,29510,15311,5948,34.17408791,474,134,9,8.216029876,2.723355358
396,GEORGIA,BERRIEN,18986,39.2,35740,17007,4811,25.33972401,797,88,4,4.845675761,4.19782998
397,GEORGIA,BIBB,154194,35.8,37108,22175,41075,26.63852031,7720,620,171,5.129901293,5.006679897
398,GEORGIA,BLECKLEY,12835,37.2,37060,19511,2593,20.20257109,296,96,28,9.661082976,2.306194001
399,GEORGIA,BRANTLEY,18403,39.9,36837,17320,3846,20.89876651,659,27,32,3.205999022,3.580937891
400,GEORGIA,BROOKS,15645,42.6,34547,19665,3819,24.41035475,1253,64,24,5.624800256,8.008948546
401,GEORGIA,BRYAN,34104,34.9,65862,29056,4509,13.22132301,1529,155,39,5.688482289,4.483345062
402,GEORGIA,BULLOCH,73141,27.4,37125,19544,20922,28.60502317,3435,532,150,9.324455504,4.696408307
403,GEORGIA,BURKE,22838,37.1,34589,18667,6862,30.04641387,678,157,23,7.881600841,2.968736317
404,GEORGIA,BUTTS,23479,38.5,40753,19529,4255,18.12257762,793,199,29,9.710805401,3.377486264
405,GEORGIA,CALHOUN,6443,38.4,28200,16778,1489,23.11035232,282,34,9,6.673909669,4.376843086
406,GEORGIA,CAMDEN,52092,31.5,53327,24368,7029,13.49343469,2131,262,65,6.277355448,4.090839284
407,GEORGIA,CANDLER,10962,37.6,33379,17750,3155,28.7812443,328,21,28,4.469987229,2.992154716
408,GEORGIA,CARROLL,113756,34.1,45486,22002,21157,18.59857942,5862,292,38,2.900945884,5.15313478
409,GEORGIA,CATOOSA,65645,39.3,52265,23834,7700,11.72975855,2415,208,104,4.752837231,3.678878818
410,GEORGIA,CHARLTON,12968,41.4,43871,18693,2420,18.66132017,641,70,30,7.711289328,4.942936459
411,GEORGIA,CHATHAM,282613,34.6,49596,27204,48550,17.17896912,13222,1351,513,6.595591852,4.678482589
412,GEORGIA,CHATTAHOOCHEE,11882,23.1,43929,19708,1174,9.8804915,443,37,5,3.534758458,3.728328564
413,GEORGIA,CHATTOOGA,25046,40.3,35245,17381,5182,20.68993053,1016,211,28,9.542441907,4.056535974
414,GEORGIA,CHEROKEE,230629,37.7,72586,32002,22891,9.925464707,6651,1001,42,4.522414787,2.883852421
415,GEORGIA,CLARKE,122037,26.8,33116,20195,39327,32.2254726,5275,324,27,2.876176897,4.322459582
416,GEORGIA,CLAY,3068,44.1,22120,13533,1199,39.08083442,193,7,0,2.281616688,6.290743155
417,GEORGIA,CLAYTON,270269,32.4,42470,18728,64326,23.80073186,16288,1149,445,5.89782772,6.026588325
418,GEORGIA,CLINCH,6814,37.2,24848,16912,2368,34.75198122,287,28,0,4.109186968,4.211916642
419,GEORGIA,COBB,728388,36.2,68818,34891,83479,11.46078738,27287,2040,325,3.246895885,3.746217675
420,GEORGIA,COFFEE,43042,35.6,34536,18060,9618,22.34561591,1244,162,98,6.040611496,2.89020027
421,GEORGIA,COLQUITT,46002,35.8,33968,17477,11305,24.57501848,1536,178,36,4.651971653,3.338985262
422,GEORGIA,COLUMBIA,139904,36.5,71962,31004,13225,9.452910567,4511,835,97,6.661710887,3.224353843
423,GEORGIA,COOK,17103,36.5,35199,17564,4429,25.89604163,399,117,48,9.647430275,2.332924048
424,GEORGIA,COWETA,135625,37.9,65244,29769,16138,11.89898618,4531,628,119,5.507834101,3.340829493
425,GEORGIA,CRAWFORD,12483,43.7,40459,22183,2343,18.76952656,512,18,14,2.563486341,4.101578146
426,GEORGIA,CRISP,23061,38.4,31672,19943,7439,32.25792463,1419,123,78,8.71601405,6.15324574
427,GEORGIA,DADE,16356,40.3,43463,21997,2502,15.29713866,482,100,0,6.113964294,2.94693079
428,GEORGIA,DAWSON,22939,42.8,59265,29958,3028,13.20022669,831,57,40,4.228606304,3.62265138
429,GEORGIA,DECATUR,27237,37.8,33514,18972,6885,25.27811433,706,104,5,4.001909168,2.592062268
430,GEORGIA,DEKALB,723902,35.2,52623,30517,134830,18.6254493,38254,1513,899,3.331942722,5.284416951
431,GEORGIA,DODGE,20995,40.4,35544,18481,4219,20.09526078,918,241,242,23.00547749,4.372469636
432,GEORGIA,DOOLY,14089,42.3,33319,16109,3013,21.38547803,535,179,36,15.26013202,3.797288665
433,GEORGIA,DOUGHERTY,92326,34.6,33605,20403,26982,29.22470377,7080,400,313,7.722635011,7.668479085
434,GEORGIA,DOUGLAS,138283,36.1,57384,24471,20805,15.04523333,6405,326,96,3.051712792,4.63180579
435,GEORGIA,EARLY,10480,40.3,28599,17338,3216,30.6870229,322,31,56,8.301526718,3.072519084
436,GEORGIA,ECHOLS,4025,37.1,35354,17989,1214,30.16149068,131,0,0,0,3.254658385
437,GEORGIA,EFFINGHAM,55852,36.1,62820,25553,5985,10.71582038,1654,251,74,5.818950082,2.96139798
438,GEORGIA,ELBERT,19394,42.1,35739,21039,3768,19.42868929,664,66,40,5.46560792,3.423739301
439,GEORGIA,EMANUEL,22723,36.9,31522,16681,6465,28.45134885,1064,99,75,7.657439599,4.682480306
440,GEORGIA,EVANS,10733,37.1,40594,20710,2673,24.90450014,365,74,41,10.71461847,3.400726731
441,GEORGIA,FANNIN,24017,50.3,39011,22425,4262,17.74576342,918,85,0,3.539159762,3.822292543
442,GEORGIA,FAYETTE,109495,43.5,81689,38493,7774,7.099867574,3448,410,63,4.319831956,3.149002238
443,GEORGIA,FLOYD,96199,38.3,42955,22284,18192,18.91079949,4124,404,43,4.646617948,4.28694685
444,GEORGIA,FORSYTH,203841,38.1,91842,37686,13024,6.389293616,5011,419,82,2.45779799,2.458288568
445,GEORGIA,FRANKLIN,22188,40.7,37298,18642,5426,24.45466018,691,71,0,3.199927889,3.114296016
446,GEORGIA,FULTON,996757,35,58851,39101,163674,16.42065218,47375,1582,609,2.198128531,4.752913699
447,GEORGIA,GILMER,28956,46.1,43775,22893,5556,19.18773311,996,83,17,3.453515679,3.439701616
448,GEORGIA,GLASCOCK,3053,40.6,43884,19037,450,14.73960039,95,10,0,3.275466754,3.111693416
449,GEORGIA,GLYNN,82623,40.6,46475,27819,15177,18.36897716,3118,217,155,4.502378272,3.773767595
450,GEORGIA,GORDON,56079,37,41390,20009,11388,20.30706682,2011,189,0,3.370245546,3.586012589
451,GEORGIA,GRADY,25145,39.8,35518,17764,7337,29.17876317,948,37,3,1.590773514,3.770133227
452,GEORGIA,GREENE,16535,48.3,44299,31485,3983,24.08829755,437,33,26,3.568188691,2.642878742
453,GEORGIA,GWINNETT,874242,34.8,61865,26749,112999,12.92536849,31276,1899,779,3.063225057,3.577499136
454,GEORGIA,HABERSHAM,43724,39.5,41600,19171,7471,17.08672583,1294,201,26,5.191656756,2.959473058
455,GEORGIA,HALL,190482,35.8,51902,24099,33350,17.508216,5231,484,175,3.459644481,2.746191241
456,GEORGIA,HANCOCK,8747,44.1,26386,13898,2111,24.1339888,259,30,65,10.86086658,2.961015205
457,GEORGIA,HARALSON,28667,40.8,42281,21838,5721,19.95674469,1303,165,19,6.418530017,4.545295985
